,userId,movieId,rating
92,1,2997,4.0
93,1,2991,5.0
94,1,2987,5.0
95,1,2985,4.0
96,1,3578,5.0
97,1,316,3.0
98,1,2959,5.0
99,1,333,5.0
100,1,349,4.0
101,1,2916,4.0
102,1,2872,5.0
103,1,356,4.0
104,1,3053,5.0
105,1,260,5.0
106,1,3147,5.0
107,1,235,4.0
108,1,3448,5.0
109,1,3441,5.0
110,1,157,5.0
111,1,3440,4.0
112,1,3439,4.0
113,1,216,5.0
114,1,3450,5.0
115,1,3386,5.0
116,1,110,4.0
117,1,3273,5.0
118,1,3253,5.0
119,1,231,5.0
120,1,3479,4.0
121,1,3247,3.0
122,1,3243,3.0
123,1,151,5.0
124,1,3176,1.0
125,1,3489,4.0
126,1,223,3.0
127,1,2858,5.0
128,1,2826,4.0
129,1,101,5.0
130,1,2580,5.0
131,1,527,5.0
132,1,3671,5.0
133,1,543,4.0
134,1,2571,5.0
135,1,552,4.0
136,1,553,5.0
137,1,2542,5.0
138,1,2596,5.0
139,1,2528,3.0
140,1,3702,5.0
141,1,2502,5.0
142,1,2492,4.0
143,1,2478,4.0
144,1,2470,5.0
145,1,2459,5.0
146,1,592,4.0
147,1,2450,4.0
148,1,590,4.0
149,1,1552,4.0
150,1,3639,4.0
151,1,2617,2.0
152,1,2797,4.0
153,1,2761,5.0
154,1,362,5.0
155,1,367,4.0
156,1,2716,5.0
157,1,2700,5.0
158,1,423,3.0
159,1,70,3.0
160,1,2616,4.0
161,1,441,4.0
162,1,457,5.0
163,1,2657,3.0
164,1,2641,5.0
165,1,3617,4.0
166,1,2640,4.0
167,1,480,4.0
168,1,2628,4.0
169,1,500,3.0
170,1,2692,5.0
171,1,1197,5.0
172,1,50,5.0
173,1,163,5.0
174,1,1265,4.0
175,1,1396,3.0
176,1,1377,3.0
177,1,1298,5.0
178,1,1210,5.0
179,1,1270,5.0
180,1,1408,3.0
181,1,1206,5.0
182,1,1214,4.0
183,1,1291,5.0
184,1,1222,5.0
185,1,1275,5.0
186,1,1213,5.0
187,1,1278,5.0
188,1,1220,5.0
189,1,1258,3.0
190,1,1224,5.0
191,1,1517,5.0
192,1,1473,4.0
193,1,1500,4.0
194,1,1240,5.0
195,1,1445,3.0
196,1,1198,5.0
197,1,1208,4.0
198,2,91529,3.5
199,2,80489,4.5
200,2,80906,5.0
201,2,89774,5.0
202,2,99114,3.5
203,2,79132,4.0
204,2,77455,3.0
205,2,91658,2.5
206,2,8798,3.5
207,2,6874,4.0
208,2,1704,4.5
209,2,112552,4.0
210,2,114060,2.0
211,2,115713,3.5
212,2,46970,4.0
213,2,68157,4.5
214,2,109487,3.0
215,2,122882,5.0
216,2,131724,5.0
217,2,48516,4.0
218,2,333,4.0
219,2,71535,3.0
220,2,60756,5.0
221,2,106782,5.0
222,2,3578,4.0
223,2,318,3.0
224,2,74458,4.0
225,2,58559,4.5
226,2,86345,4.0
227,3,527,0.5
228,3,720,0.5
229,3,849,5.0
230,3,2090,0.5
231,3,647,0.5
232,3,31,0.5
233,3,2105,2.0
234,3,688,0.5
235,3,5048,0.5
236,3,1263,0.5
237,3,7991,5.0
238,3,7899,4.5
239,3,6835,5.0
240,3,5746,5.0
241,3,1587,4.5
242,3,3949,0.5
243,3,1371,3.0
244,3,3210,0.5
245,3,2288,4.0
246,3,2424,0.5
247,3,5764,4.5
248,3,1093,0.5
249,3,2851,5.0
250,3,1124,0.5
251,3,5919,5.0
252,3,6238,0.5
253,3,3703,5.0
254,3,26409,4.5
255,3,5181,5.0
256,3,1272,0.5
257,3,4518,5.0
258,3,72378,0.5
259,3,70946,5.0
260,3,1302,0.5
261,3,3024,4.5
262,3,1275,3.5
263,4,2973,2.0
264,4,1719,4.0
265,4,1641,4.0
266,4,2926,5.0
267,4,1449,5.0
268,4,1466,4.0
269,4,1291,4.0
270,4,4308,1.0
271,4,4252,3.0
272,4,3255,4.0
273,4,4765,5.0
274,4,4741,3.0
275,4,4273,4.0
276,4,1597,1.0
277,4,4641,1.0
278,4,4381,3.0
279,4,4260,2.0
280,4,593,5.0
281,4,4347,4.0
282,4,3044,5.0
283,4,3060,4.0
284,4,441,1.0
285,4,4896,4.0
286,4,1079,2.0
287,4,2858,5.0
288,4,1704,1.0
289,4,1094,3.0
290,4,1179,4.0
291,4,1183,1.0
292,4,1188,5.0
293,4,1199,2.0
294,4,1211,1.0
295,4,1225,4.0
296,4,2406,4.0
297,4,3809,3.0
298,4,1259,4.0
299,4,4881,3.0
300,4,3204,4.0
301,4,3160,4.0
302,4,1266,4.0
303,4,1279,2.0
304,4,1288,4.0
305,4,1391,1.0
306,4,4967,5.0
307,4,1213,4.0
308,4,4902,4.0
309,4,3083,5.0
310,4,1733,5.0
311,4,3079,3.0
312,4,2692,5.0
313,4,457,5.0
314,4,2395,3.0
315,4,1734,3.0
316,4,553,2.0
317,4,4246,4.0
318,4,2150,5.0
319,4,4021,4.0
320,4,4020,3.0
321,4,2282,1.0
322,4,2324,1.0
323,4,4014,1.0
324,4,4002,3.0
325,4,2336,2.0
326,4,608,5.0
327,4,2359,4.0
328,4,2390,5.0
329,4,2467,4.0
330,4,2583,5.0
331,4,2599,5.0
332,4,3996,4.0
333,4,3967,4.0
334,4,2683,4.0
335,4,2712,2.0
336,4,3911,3.0
337,4,2571,1.0
338,4,3897,4.0
339,4,3851,5.0
340,4,3591,1.0
341,4,3538,2.0
342,4,2791,5.0
343,4,2770,2.0
344,4,3508,5.0
345,4,2763,1.0
346,4,2762,4.0
347,4,4027,3.0
348,4,2145,3.0
349,4,2109,4.0
350,4,1077,5.0
351,4,1834,5.0
352,4,3317,4.0
353,4,4239,5.0
354,4,1860,2.0
355,4,3481,2.0
356,4,1883,4.0
357,4,2174,5.0
358,4,1885,3.0
359,4,1892,2.0
360,4,1895,4.0
361,4,3358,3.0
362,4,1907,3.0
363,4,3408,4.0
364,4,1914,4.0
365,4,2921,4.0
366,4,1916,1.0
367,4,4226,2.0
368,4,4166,3.0
369,4,4144,3.0
370,4,4121,4.0
371,4,4074,3.0
372,4,2628,1.0
373,4,648,3.0
374,4,1966,2.0
375,4,1968,4.0
376,4,4034,5.0
377,4,4033,4.0
378,4,4029,3.0
379,4,2843,5.0
380,4,2076,4.0
381,4,1923,3.0
382,4,1057,3.0
383,4,892,4.0
384,4,3175,1.0
385,4,1265,4.0
386,4,176,5.0
387,4,171,3.0
388,4,162,5.0
389,4,475,5.0
390,4,126,1.0
391,4,190,2.0
392,4,1732,4.0
393,4,492,5.0
394,4,509,1.0
395,4,538,5.0
396,4,345,4.0
397,4,106,4.0
398,4,3033,4.0
399,4,1198,3.0
400,4,215,5.0
401,4,450,2.0
402,4,222,1.0
403,4,1080,5.0
404,4,342,5.0
405,4,1967,5.0
406,4,351,3.0
407,4,319,5.0
408,4,265,5.0
409,4,2997,4.0
410,4,357,3.0
411,4,1073,4.0
412,4,296,1.0
413,4,247,3.0
414,4,368,4.0
415,4,1060,2.0
416,4,232,5.0
417,4,417,2.0
418,4,539,1.0
419,4,2959,2.0
420,4,125,5.0
421,4,595,3.0
422,4,1197,5.0
423,4,1046,5.0
424,4,3386,4.0
425,4,800,4.0
426,4,759,3.0
427,4,1580,3.0
428,4,1196,5.0
429,4,708,4.0
430,4,3176,4.0
431,4,1517,4.0
432,4,1617,2.0
433,4,47,2.0
434,4,1136,5.0
435,4,3489,1.0
436,4,21,3.0
437,4,348,4.0
438,4,235,2.0
439,4,58,3.0
440,4,588,4.0
441,4,32,2.0
442,4,52,3.0
443,4,1500,4.0
444,4,260,5.0
445,4,45,3.0
446,5,21,4.0
447,5,1,4.0
448,5,364,3.0
449,5,515,3.0
450,5,265,3.0
451,5,50,4.0
452,5,296,5.0
453,5,410,3.0
454,5,531,4.0
455,5,527,5.0
456,5,247,5.0
457,5,232,4.0
458,5,380,2.0
459,5,597,3.0
460,5,592,3.0
461,5,474,4.0
462,5,534,3.0
463,5,589,3.0
464,5,590,5.0
465,5,608,3.0
466,5,58,5.0
467,5,110,4.0
468,5,266,1.0
469,5,290,5.0
470,5,457,4.0
471,5,367,4.0
472,5,36,4.0
473,5,357,2.0
474,5,588,4.0
475,5,300,3.0
476,5,153,3.0
477,5,595,5.0
478,5,253,3.0
479,5,39,3.0
480,5,34,4.0
481,5,349,3.0
482,5,261,4.0
483,5,150,3.0
484,5,316,2.0
485,5,475,5.0
486,5,344,3.0
487,5,318,3.0
488,6,207,4.0
489,6,356,5.0
490,6,243,3.0
491,6,205,3.0
492,6,239,3.0
493,6,100,3.0
494,6,590,5.0
495,6,21,2.0
496,6,237,4.0
497,6,102,1.0
498,6,367,4.0
499,6,104,4.0
500,6,553,5.0
501,6,140,3.0
502,6,349,5.0
503,6,240,3.0
504,6,248,5.0
505,6,342,3.0
506,6,93,4.0
507,6,110,5.0
508,6,168,5.0
509,6,216,4.0
510,6,170,3.0
511,6,250,4.0
512,6,165,3.0
513,6,174,3.0
514,6,177,3.0
515,6,231,3.0
516,6,179,1.0
517,6,89,4.0
518,6,180,2.0
519,6,181,3.0
520,6,708,4.0
521,6,151,4.0
522,6,208,3.0
523,6,92,4.0
524,6,161,3.0
525,6,595,5.0
526,6,185,3.0
527,6,141,4.0
528,6,592,3.0
529,6,362,3.0
530,6,95,4.0
531,6,32,4.0
532,6,236,4.0
533,6,552,3.0
534,6,368,5.0
535,6,230,5.0
536,6,217,3.0
537,6,196,3.0
538,6,357,3.0
539,6,189,3.0
540,6,225,4.0
541,6,500,5.0
542,6,145,4.0
543,6,191,2.0
544,6,222,4.0
545,6,224,3.0
546,6,218,2.0
547,6,158,4.0
548,6,351,4.0
549,6,219,3.0
550,6,265,3.0
551,6,195,4.0
552,6,480,5.0
553,6,146,4.0
554,6,647,4.0
555,6,31,3.0
556,6,296,2.0
557,6,450,4.0
558,6,105,3.0
559,6,527,3.0
560,6,135,3.0
561,6,160,5.0
562,6,159,3.0
563,6,588,5.0
564,6,348,3.0
565,6,186,3.0
566,6,543,3.0
567,6,234,2.0
568,6,45,3.0
569,6,310,3.0
570,6,113,3.0
571,6,333,5.0
572,6,201,3.0
573,6,539,3.0
574,6,209,3.0
575,6,210,4.0
576,6,509,3.0
577,6,457,5.0
578,6,475,4.0
579,6,126,3.0
580,6,212,4.0
581,6,316,5.0
582,6,171,3.0
583,6,204,3.0
584,6,112,4.0
585,6,312,1.0
586,6,1082,4.0
587,6,270,3.0
588,6,426,3.0
589,6,432,5.0
590,6,609,4.0
591,6,606,3.0
592,6,293,3.0
593,6,271,4.0
594,6,19,2.0
595,6,364,5.0
596,6,434,4.0
597,6,292,4.0
598,6,587,5.0
599,6,273,3.0
600,6,575,3.0
601,6,291,3.0
602,6,569,4.0
603,6,435,3.0
604,6,548,3.0
605,6,344,3.0
606,6,62,4.0
607,6,546,2.0
608,6,61,4.0
609,6,289,3.0
610,6,542,4.0
611,6,437,3.0
612,6,419,3.0
613,6,416,3.0
614,6,415,4.0
615,6,616,5.0
616,6,710,3.0
617,6,709,5.0
618,6,704,3.0
619,6,65,3.0
620,6,377,5.0
621,6,410,3.0
622,6,17,4.0
623,6,6,4.0
624,6,700,4.0
625,6,378,3.0
626,6,697,3.0
627,6,694,3.0
628,6,440,4.0
629,6,667,3.0
630,6,662,3.0
631,6,640,1.0
632,6,637,4.0
633,6,631,4.0
634,6,382,3.0
635,6,628,3.0
636,6,383,3.0
637,6,405,3.0
638,6,262,5.0
639,6,412,3.0
640,6,267,3.0
641,6,380,4.0
642,6,494,3.0
643,6,258,3.0
644,6,34,4.0
645,6,22,5.0
646,6,516,4.0
647,6,510,3.0
648,6,466,2.0
649,6,27,3.0
650,6,468,4.0
651,6,469,4.0
652,6,472,3.0
653,6,477,4.0
654,6,485,3.0
655,6,153,3.0
656,6,508,4.0
657,6,282,3.0
658,6,489,3.0
659,6,490,3.0
660,6,41,4.0
661,6,281,4.0
662,6,505,3.0
663,6,502,3.0
664,6,279,3.0
665,6,780,5.0
666,6,47,4.0
667,6,150,4.0
668,6,491,4.0
669,6,497,3.0
670,6,493,3.0
671,6,460,3.0
672,6,43,4.0
673,6,520,3.0
674,6,458,3.0
675,6,445,3.0
676,6,540,3.0
677,6,537,3.0
678,6,318,5.0
679,6,536,3.0
680,6,454,4.0
681,6,1049,5.0
682,6,266,3.0
683,6,532,3.0
684,6,261,4.0
685,6,274,4.0
686,6,276,4.0
687,6,1073,3.0
688,6,524,3.0
689,6,1042,3.0
690,6,54,4.0
691,6,46,4.0
692,6,36,5.0
693,6,277,5.0
694,6,24,4.0
695,6,25,3.0
696,6,455,3.0
697,6,288,2.0
698,6,253,3.0
699,6,736,5.0
700,6,26,4.0
701,6,60,4.0
702,6,474,4.0
703,6,381,3.0
704,6,337,5.0
705,6,254,3.0
706,6,991,4.0
707,6,5,5.0
708,6,4,3.0
709,6,996,4.0
710,6,302,3.0
711,6,838,4.0
712,6,339,4.0
713,6,999,2.0
714,6,1004,4.0
715,6,837,3.0
716,6,2,4.0
717,6,835,4.0
718,6,830,5.0
719,6,340,4.0
720,6,317,4.0
721,6,343,3.0
722,6,818,3.0
723,6,981,3.0
724,6,350,5.0
725,6,1006,4.0
726,6,839,3.0
727,6,3,5.0
728,6,374,3.0
729,6,304,4.0
730,6,979,3.0
731,6,303,3.0
732,6,330,3.0
733,6,7,4.0
734,6,891,3.0
735,6,332,3.0
736,6,888,3.0
737,6,88,2.0
738,6,87,3.0
739,6,986,4.0
740,6,881,3.0
741,6,880,3.0
742,6,867,3.0
743,6,86,5.0
744,6,852,4.0
745,6,848,4.0
746,6,329,4.0
747,6,8,3.0
748,6,327,1.0
749,6,336,3.0
750,6,10,3.0
751,6,842,3.0
752,6,315,4.0
753,6,347,3.0
754,6,252,4.0
755,6,1061,4.0
756,6,257,5.0
757,6,163,3.0
758,6,50,1.0
759,6,783,5.0
760,6,76,4.0
761,6,589,3.0
762,6,597,4.0
763,6,765,3.0
764,6,762,1.0
765,6,747,3.0
766,6,1064,4.0
767,6,66,3.0
768,6,370,4.0
769,6,359,3.0
770,6,313,3.0
771,6,360,3.0
772,6,314,5.0
773,6,361,4.0
774,6,795,3.0
775,6,358,3.0
776,6,366,3.0
777,6,352,3.0
778,6,802,4.0
779,6,801,3.0
780,6,593,4.0
781,6,251,3.0
782,6,711,4.0
783,6,256,3.0
784,6,16,4.0
785,6,799,3.0
786,6,11,4.0
787,6,353,4.0
788,6,719,2.0
789,6,79,3.0
790,6,15,4.0
791,6,354,4.0
792,6,371,3.0
793,6,531,3.0
794,6,355,4.0
795,6,608,3.0
796,6,13,3.0
797,6,515,4.0
798,7,8207,4.5
799,7,8373,2.0
800,7,595,3.5
801,7,5445,4.0
802,7,466,5.0
803,7,165,4.0
804,7,8360,3.5
805,7,5502,1.5
806,7,8958,3.5
807,7,5464,3.0
808,7,8961,4.0
809,7,8528,4.5
810,7,48516,1.0
811,7,1240,5.0
812,7,588,3.0
813,7,1,4.5
814,7,5459,3.0
815,7,49286,0.5
816,7,8368,2.5
817,7,356,5.0
818,7,8957,4.0
819,7,6539,4.5
820,7,34319,4.5
821,7,38388,3.5
822,7,5991,4.5
823,7,42002,4.5
824,7,6333,4.0
825,7,45499,4.0
826,7,7153,4.0
827,7,1617,3.0
828,7,589,2.5
829,7,380,3.0
830,7,7143,4.5
831,7,1220,4.5
832,7,6934,2.0
833,7,260,5.0
834,7,6365,4.0
835,7,8665,3.5
836,7,45668,1.0
837,7,6863,4.5
838,7,58,3.0
839,7,6534,0.5
840,7,45730,0.5
841,7,5618,5.0
842,7,1954,4.5
843,7,1517,3.5
844,7,7445,4.0
845,7,3578,1.5
846,7,7155,3.0
847,7,45517,4.5
848,7,8636,4.5
849,7,8949,4.0
850,7,8908,4.5
851,7,5816,4.5
852,7,8907,1.0
853,7,8870,3.5
854,7,8798,4.5
855,7,5952,4.5
856,7,8865,1.0
857,7,8808,1.5
858,7,46530,1.0
859,7,37741,3.5
860,7,8783,1.0
861,7,8666,1.0
862,7,1196,4.0
863,7,5989,4.0
864,7,1101,4.0
865,7,2688,2.5
866,7,49272,4.5
867,7,2671,4.5
868,7,1208,4.0
869,7,2324,2.0
870,7,4963,4.0
871,7,32029,2.0
872,7,1923,1.5
873,7,8984,4.0
874,7,4306,4.0
875,7,4223,2.0
876,7,2628,1.5
877,7,32031,1.5
878,7,1917,4.0
879,7,32296,2.0
880,7,4993,4.5
881,7,648,4.0
882,7,4643,1.0
883,7,49278,3.5
884,7,4018,4.0
885,7,2762,4.5
886,7,1784,0.5
887,7,33493,1.0
888,7,3623,1.0
889,7,3354,1.5
890,7,34048,3.0
891,7,2701,1.5
892,7,4700,1.5
893,7,8972,2.5
894,7,4844,1.5
895,7,4874,3.0
896,7,5378,0.5
897,7,4246,2.0
898,7,49824,3.0
899,7,3114,4.5
900,7,2640,3.0
901,7,587,2.0
902,7,2353,3.5
903,7,4310,0.5
904,7,4896,4.0
905,7,8970,2.5
906,7,48997,2.5
907,7,480,5.0
908,7,30816,2.0
909,7,2717,3.5
910,7,33836,1.0
911,7,8965,1.0
912,7,31878,3.5
913,7,2683,2.0
914,7,4886,4.0
915,7,4995,4.5
916,7,32587,3.5
917,7,1584,5.0
918,7,5218,3.5
919,7,3916,4.0
920,7,48783,4.5
921,7,1183,1.5
922,7,592,3.0
923,7,27741,3.0
924,7,3408,4.5
925,7,5349,3.5
926,7,1270,5.0
927,7,33794,2.0
928,7,593,5.0
929,7,1210,4.0
930,7,3869,5.0
931,7,30812,3.5
932,7,780,4.5
933,7,50,4.5
934,7,150,4.5
935,7,1246,1.5
936,7,2858,4.0
937,7,33162,3.5
938,7,4370,4.5
939,7,1610,4.0
940,7,3793,3.5
941,7,3977,2.5
942,7,3994,3.0
943,7,1682,3.0
944,8,150,4.0
945,8,380,5.0
946,8,597,3.0
947,8,454,4.0
948,8,292,3.0
949,8,364,5.0
950,8,32,3.0
951,8,480,4.0
952,8,236,3.0
953,8,253,5.0
954,8,592,3.0
955,8,11,4.0
956,8,252,3.0
957,8,457,3.0
958,8,141,3.0
959,8,590,5.0
960,8,356,3.0
961,8,539,3.0
962,8,185,5.0
963,8,110,3.0
964,8,593,4.0
965,8,317,3.0
966,8,153,2.0
967,8,282,3.0
968,8,186,4.0
969,8,586,3.0
970,8,235,3.0
971,8,527,5.0
972,8,231,4.0
973,8,377,4.0
974,8,318,5.0
975,8,432,1.0
976,8,339,3.0
977,8,500,2.0
978,8,50,5.0
979,8,367,3.0
980,8,21,4.0
981,8,10,2.0
982,8,296,4.0
983,8,39,3.0
984,8,357,5.0
985,8,34,5.0
986,8,2,4.0
987,8,440,3.0
988,8,208,3.0
989,8,47,4.0
990,8,587,3.0
991,9,2877,3.0
992,9,2023,3.0
993,9,1037,2.0
994,9,5893,4.0
995,9,371,3.0
996,9,5902,5.0
997,9,5890,4.0
998,9,5956,4.0
999,9,1198,5.0
1000,9,627,3.0
1001,9,1270,5.0
1002,9,187,3.0
1003,9,5891,1.0
1004,9,5378,3.0
1005,9,2012,4.0
1006,9,5451,4.0
1007,9,5447,4.0
1008,9,3735,3.0
1009,9,4558,1.0
1010,9,5218,4.0
1011,9,4131,1.0
1012,9,4993,5.0
1013,9,6044,2.0
1014,9,3328,3.0
1015,9,6001,4.0
1016,9,1674,4.0
1017,9,5507,1.0
1018,9,223,4.0
1019,9,5965,4.0
1020,9,5988,2.0
1021,9,5962,1.0
1022,9,2901,2.0
1023,9,5872,3.0
1024,9,5843,3.0
1025,9,1095,4.0
1026,9,5841,1.0
1027,9,5952,5.0
1028,9,5481,5.0
1029,9,41,3.0
1030,9,3173,2.0
1031,9,1987,2.0
1032,9,5445,4.0
1033,9,2011,3.0
1034,10,7149,4.0
1035,10,31433,2.5
1036,10,6942,4.0
1037,10,7151,3.0
1038,10,6535,4.0
1039,10,8869,5.0
1040,10,7169,4.5
1041,10,7293,3.5
1042,10,2762,0.5
1043,10,7375,4.0
1044,10,7451,3.5
1045,10,8969,3.5
1046,10,7458,5.0
1047,10,8529,3.5
1048,10,31685,4.5
1049,10,2571,0.5
1050,10,2671,3.5
1051,10,30749,3.5
1052,10,597,3.5
1053,10,7153,4.0
1054,10,7154,4.0
1055,10,8533,5.0
1056,10,81784,2.5
1057,10,33679,3.0
1058,10,2959,0.5
1059,10,72737,3.5
1060,10,72720,3.5
1061,10,72407,3.0
1062,10,95167,4.0
1063,10,72330,3.5
1064,10,72011,2.5
1065,10,4995,4.0
1066,10,94070,4.5
1067,10,95449,4.0
1068,10,70293,0.5
1069,10,95510,3.0
1070,10,70183,3.0
1071,10,95543,3.5
1072,10,96079,5.0
1073,10,97024,0.5
1074,10,97938,1.0
1075,10,98203,3.0
1076,10,71579,5.0
1077,10,4993,4.0
1078,10,92259,5.0
1079,10,88810,3.0
1080,10,81845,5.0
1081,10,80549,3.5
1082,10,356,3.5
1083,10,81847,3.5
1084,10,2858,1.0
1085,10,79091,5.0
1086,10,78772,3.0
1087,10,77841,2.0
1088,10,91104,3.0
1089,10,74450,3.0
1090,10,82499,2.0
1091,10,73017,3.0
1092,10,84374,3.5
1093,10,86548,3.0
1094,10,588,4.0
1095,10,87222,3.5
1096,10,88163,4.0
1097,10,72998,2.5
1098,10,82167,3.5
1099,10,69844,3.0
1100,10,103335,4.0
1101,10,103339,4.0
1102,10,58047,3.5
1103,10,56949,3.0
1104,10,129428,3.5
1105,10,56367,3.5
1106,10,136020,5.0
1107,10,137595,4.0
1108,10,140110,5.0
1109,10,296,1.0
1110,10,59333,2.5
1111,10,54286,3.5
1112,10,51705,4.5
1113,10,1907,4.0
1114,10,4306,4.5
1115,10,51662,3.0
1116,10,47099,3.0
1117,10,41285,2.5
1118,10,40819,4.0
1119,10,40629,3.0
1120,10,51834,1.5
1121,10,59421,2.0
1122,10,60397,3.0
1123,10,60950,2.0
1124,10,69406,4.5
1125,10,104374,4.0
1126,10,105211,2.5
1127,10,106489,3.5
1128,10,106696,4.5
1129,10,68954,4.0
1130,10,66203,3.5
1131,10,5952,4.0
1132,10,107141,2.0
1133,10,109374,0.5
1134,10,64969,0.5
1135,10,109853,4.0
1136,10,112006,4.0
1137,10,63992,4.5
1138,10,113275,4.5
1139,10,63113,3.5
1140,10,61250,2.5
1141,10,113394,4.0
1142,10,119145,1.0
1143,10,33145,3.0
1144,10,4246,3.5
1145,10,1784,3.5
1146,10,8665,3.5
1147,10,8970,1.0
1148,10,58559,4.5
1149,10,5943,3.0
1150,10,8636,3.5
1151,10,5377,3.5
1152,10,5957,3.0
1153,10,5066,3.0
1154,10,8808,3.0
1155,10,49272,5.0
1156,10,49286,5.0
1157,10,33794,5.0
1158,10,4447,4.5
1159,10,8961,2.5
1160,10,3882,3.0
1161,10,106782,1.0
1162,10,5620,3.0
1163,10,109487,0.5
1164,10,6155,3.0
1165,10,91529,5.0
1166,10,1088,3.0
1167,10,6266,3.0
1168,10,3578,4.0
1169,10,6377,3.5
1170,10,1307,3.0
1171,11,368,3.0
1172,11,1704,4.0
1173,11,1391,1.0
1174,11,380,4.0
1175,11,1101,5.0
1176,11,1573,3.0
1177,11,6,5.0
1178,11,474,4.0
1179,11,1584,5.0
1180,11,736,4.0
1181,11,292,4.0
1182,11,377,3.0
1183,11,1693,5.0
1184,11,1721,5.0
1185,11,1370,3.0
1186,11,1408,5.0
1187,11,593,5.0
1188,11,1100,3.0
1189,11,1358,4.0
1190,11,349,5.0
1191,11,529,5.0
1192,11,511,4.0
1193,11,10,3.0
1194,11,376,2.0
1195,11,1597,4.0
1196,11,1840,4.0
1197,11,1882,2.0
1198,11,44,2.0
1199,11,1552,4.0
1200,11,1918,4.0
1201,11,153,3.0
1202,11,2002,2.0
1203,11,208,3.0
1204,11,434,3.0
1205,11,466,3.0
1206,11,648,4.0
1207,11,457,5.0
1208,11,493,3.0
1209,11,480,4.0
1210,11,1687,3.0
1211,11,150,5.0
1212,11,2027,3.0
1213,11,780,4.0
1214,11,1917,4.0
1215,11,36,4.0
1216,11,2028,5.0
1217,11,589,4.0
1218,11,1616,3.0
1219,11,733,4.0
1220,11,1784,5.0
1221,11,1923,4.0
1222,11,356,5.0
1223,11,1438,3.0
1224,11,165,3.0
1225,11,318,4.0
1226,11,1210,4.0
1227,11,1518,4.0
1228,11,1586,4.0
1229,11,95,3.0
1230,11,170,4.0
1231,11,1604,4.0
1232,11,1608,4.0
1233,11,110,5.0
1234,11,1385,3.0
1235,12,2100,3.5
1236,12,6942,5.0
1237,12,2421,3.0
1238,12,2717,5.0
1239,12,63992,5.0
1240,12,39,4.0
1241,12,1405,3.0
1242,12,2072,5.0
1243,12,256,5.0
1244,12,1876,3.5
1245,12,2485,5.0
1246,12,1357,5.0
1247,12,277,3.0
1248,12,168,5.0
1249,12,1265,3.5
1250,12,830,4.0
1251,12,5620,4.0
1252,12,261,4.5
1253,12,838,5.0
1254,12,2572,5.0
1255,12,357,3.5
1256,12,543,3.5
1257,12,1721,5.0
1258,12,2694,4.0
1259,12,222,5.0
1260,12,2581,5.0
1261,12,40629,5.0
1262,12,3967,4.5
1263,12,4018,4.5
1264,12,8533,5.0
1265,13,305,1.0
1266,13,3863,4.0
1267,13,3952,3.0
1268,13,4148,4.0
1269,13,1173,3.0
1270,13,3578,5.0
1271,13,2541,2.0
1272,13,3798,4.0
1273,13,3893,3.0
1274,13,1590,4.0
1275,13,3513,3.0
1276,13,3624,4.0
1277,13,3753,4.0
1278,13,597,3.0
1279,13,2174,3.0
1280,13,1721,4.0
1281,13,47,5.0
1282,13,3409,2.0
1283,13,3996,5.0
1284,13,3300,4.0
1285,13,3717,3.0
1286,13,3897,4.0
1287,13,4011,5.0
1288,13,2145,3.0
1289,13,2571,5.0
1290,13,1619,3.0
1291,13,3793,4.0
1292,13,1639,4.0
1293,13,1198,5.0
1294,13,3827,4.0
