,movieId,count
433,496,1
434,497,43
435,499,2
436,500,144
437,501,6
438,502,15
439,504,2
440,505,7
441,506,2
442,507,13
443,508,66
444,509,61
445,510,1
446,511,2
447,512,4
448,513,4
449,514,18
450,515,24
451,516,18
452,517,9
453,518,4
454,519,21
455,520,69
456,521,3
457,522,7
458,523,4
459,524,34
460,526,1
461,527,220
462,528,3
463,529,40
464,531,24
465,532,16
466,533,18
467,534,14
468,535,15
469,536,3
470,537,12
471,538,12
472,539,106
473,540,18
474,541,124
475,542,14
476,543,41
477,544,8
478,546,21
479,547,2
480,548,6
481,549,2
482,550,5
483,551,93
484,552,61
485,553,65
486,555,65
487,556,6
488,558,8
489,562,23
490,563,1
491,564,2
492,567,3
493,568,2
494,569,6
495,573,1
496,574,4
497,575,16
498,577,4
499,579,1
500,580,5
501,581,4
502,583,1
503,585,36
504,586,116
505,587,115
506,588,183
507,589,224
508,590,164
509,592,189
510,593,279
511,594,77
512,595,146
513,596,60
514,597,135
515,599,11
516,600,1
517,602,1
518,605,10
519,606,4
520,608,181
521,609,14
522,610,33
523,611,6
524,612,6
525,613,8
526,615,1
527,616,45
528,617,3
529,618,1
530,619,5
531,626,1
532,627,6
533,628,35
534,631,11
535,632,1
536,633,1
537,634,4
538,635,2
539,636,1
540,637,33
541,638,1
542,639,4
543,640,11
544,645,2
545,647,29
546,648,162
547,649,1
548,650,4
549,653,65
550,656,5
551,661,49
552,662,7
553,663,12
554,665,3
555,667,8
556,668,2
557,670,2
558,671,36
559,673,53
560,674,9
561,678,9
562,679,1
563,680,4
564,685,2
565,688,9
566,691,3
567,692,4
568,694,11
569,695,2
570,697,5
571,698,1
572,700,7
573,703,2
574,704,7
575,706,1
576,707,21
577,708,58
578,709,11
579,710,8
580,711,10
581,714,15
582,715,3
583,718,4
584,719,35
585,720,27
586,722,1
587,724,31
588,725,5
589,726,1
590,728,10
591,731,3
592,733,121
593,735,7
594,736,123
595,737,20
596,741,27
597,742,11
598,743,29
599,745,48
600,747,3
601,748,22
602,750,97
603,757,1
604,759,2
605,760,2
606,761,19
607,762,41
608,764,2
609,765,19
610,766,4
611,773,1
612,775,1
613,778,102
614,779,2
615,780,202
616,781,7
617,782,8
618,783,47
619,784,54
620,785,42
621,786,64
622,788,82
623,790,1
624,791,1
625,795,2
626,798,12
627,799,23
628,800,19
629,801,11
630,802,46
631,803,1
632,804,8
633,805,35
634,806,1
635,808,2
636,809,9
637,810,12
638,813,5
639,818,10
640,823,1
641,824,1
642,828,6
643,829,9
644,830,21
645,832,37
646,833,6
647,835,3
648,836,17
649,837,33
650,838,30
651,839,15
652,840,4
653,841,2
654,842,12
655,848,7
656,849,44
657,851,6
658,852,43
659,858,192
660,861,9
661,866,23
662,867,2
663,869,3
664,870,2
665,875,1
666,876,1
667,879,4
668,880,27
669,881,5
670,882,1
671,885,2
672,886,6
673,888,3
674,889,1
675,891,5
676,892,13
677,893,3
678,896,2
679,897,2
680,898,29
681,899,47
682,900,12
683,901,7
684,902,36
685,903,60
686,904,84
687,905,14
688,906,7
689,907,2
690,908,57
691,909,27
692,910,50
693,911,13
694,912,100
695,913,44
696,914,35
697,915,30
698,916,26
699,917,2
700,918,10
701,919,92
702,920,45
703,921,9
704,922,27
705,923,69
706,924,109
707,926,24
708,927,3
709,928,18
710,929,1
711,930,20
712,931,9
713,932,8
714,933,23
715,934,12
716,935,3
717,936,6
718,937,2
719,938,6
720,940,8
721,941,2
722,942,6
723,943,7
724,944,3
725,945,7
726,946,3
727,947,4
728,948,6
729,949,6
730,950,7
731,951,14
732,952,12
733,953,58
734,954,18
735,955,18
736,956,1
737,959,1
738,961,1
739,963,1
740,965,11
741,968,28
742,969,34
743,970,1
744,971,10
745,973,5
746,976,1
747,979,1
748,981,2
749,982,1
750,984,2
751,986,13
752,987,1
753,988,2
754,990,5
755,991,11
756,993,1
757,994,11
758,996,13
759,998,3
760,999,12
761,1003,3
762,1004,6
763,1005,8
764,1006,5
765,1007,10
766,1008,1
767,1009,9
768,1010,9
769,1011,8
770,1012,9
771,1013,12
772,1014,5
773,1015,20
774,1016,5
775,1017,10
776,1018,6
777,1019,17
778,1020,37
779,1021,27
780,1022,42
781,1023,13
782,1024,6
783,1025,25
784,1027,28
785,1028,71
786,1029,35
787,1030,15
788,1031,24
789,1032,40
790,1033,20
791,1034,5
792,1035,64
793,1036,145
794,1037,24
795,1040,1
796,1041,11
797,1042,42
798,1043,5
799,1046,4
800,1047,33
801,1049,21
802,1050,5
803,1051,3
804,1053,1
805,1054,1
806,1055,2
807,1056,7
808,1057,15
809,1059,36
810,1060,36
811,1061,29
812,1064,13
813,1066,4
814,1068,1
815,1073,119
816,1077,28
817,1078,11
818,1079,71
819,1080,89
820,1081,12
821,1082,6
822,1083,6
823,1084,35
824,1085,2
825,1086,25
826,1088,42
827,1089,131
828,1090,63
829,1091,21
830,1092,47
831,1093,37
832,1094,42
833,1095,15
834,1096,10
835,1097,122
836,1099,4
837,1100,19
838,1101,83
839,1103,15
840,1104,20
841,1105,3
842,1107,2
843,1111,4
844,1112,2
845,1114,1
846,1116,1
847,1117,1
848,1119,1
849,1120,27
850,1121,1
851,1123,2
852,1124,13
853,1125,24
854,1126,6
855,1127,62
856,1128,5
857,1129,39
858,1130,5
859,1131,11
860,1132,8
861,1135,13
862,1136,136
863,1137,1
864,1140,1
865,1144,1
866,1147,10
867,1148,56
868,1150,3
869,1151,2
870,1156,1
871,1161,3
872,1162,1
873,1163,1
874,1167,2
875,1170,2
876,1171,17
877,1172,34
878,1173,11
879,1175,21
880,1176,3
881,1177,6
882,1178,12
883,1179,27
884,1180,1
885,1183,45
886,1184,7
887,1185,10
888,1186,23
889,1187,5
890,1188,22
891,1189,11
892,1190,6
893,1191,6
894,1192,5
895,1193,133
896,1194,11
897,1196,211
898,1197,142
899,1198,200
900,1199,59
901,1200,126
902,1201,72
903,1202,7
904,1203,57
905,1204,45
906,1206,120
907,1207,58
908,1208,107
909,1209,18
910,1210,196
911,1211,13
912,1212,24
913,1213,126
914,1214,146
915,1215,51
916,1216,11
917,1217,15
918,1218,11
919,1219,83
920,1220,84
921,1221,129
922,1222,102
923,1223,28
924,1224,19
925,1225,76
926,1226,6
927,1227,16
928,1228,40
929,1230,58
930,1231,22
931,1232,8
932,1233,40
933,1234,64
934,1235,26
935,1236,3
936,1237,18
937,1238,9
938,1240,131
939,1241,10
940,1242,41
941,1243,16
942,1244,33
943,1245,20
944,1246,86
945,1247,79
946,1248,17
947,1249,35
948,1250,45
949,1251,14
950,1252,59
951,1253,25
952,1254,16
953,1255,6
954,1256,23
955,1257,27
956,1258,109
957,1259,91
958,1260,15
959,1261,34
960,1262,43
961,1263,43
962,1264,5
963,1265,143
964,1266,45
965,1267,30
966,1268,9
967,1269,29
968,1270,171
969,1271,30
970,1272,33
971,1273,11
972,1274,39
973,1275,48
974,1276,57
975,1277,12
976,1278,69
977,1279,8
978,1280,9
979,1281,15
980,1282,53
981,1283,19
982,1284,14
983,1285,41
984,1286,7
985,1287,34
986,1288,66
987,1289,11
988,1290,10
989,1291,140
990,1292,20
991,1293,27
992,1295,11
993,1296,17
994,1297,20
995,1298,23
996,1299,28
997,1300,9
998,1301,13
999,1302,56
1000,1303,17
1001,1304,62
1002,1305,4
1003,1306,5
1004,1307,85
1005,1310,1
1006,1312,2
1007,1318,1
1008,1320,47
1009,1321,23
1010,1322,3
1011,1323,3
1012,1324,3
1013,1325,2
1014,1326,4
1015,1327,15
1016,1328,2
1017,1329,2
1018,1330,4
1019,1331,1
1020,1332,3
1021,1333,44
1022,1334,6
1023,1335,1
1024,1336,1
1025,1337,1
1026,1339,29
1027,1340,3
1028,1341,2
1029,1342,11
1030,1343,25
1031,1344,14
1032,1345,36
1033,1346,8
1034,1347,27
1035,1348,16
1036,1349,1
1037,1350,22
1038,1351,3
1039,1352,2
1040,1353,4
1041,1354,7
1042,1355,3
1043,1356,91
1044,1357,24
1045,1358,47
1046,1359,18
1047,1361,6
1048,1363,5
1049,1365,6
1050,1366,5
1051,1367,47
1052,1370,68
1053,1371,45
1054,1372,42
1055,1373,30
1056,1374,62
1057,1375,42
1058,1376,43
1059,1377,60
1060,1378,25
1061,1379,11
1062,1380,68
1063,1381,19
1064,1382,4
1065,1385,24
1066,1387,91
1067,1388,17
1068,1389,6
1069,1390,9
1070,1391,86
1071,1392,4
1072,1393,85
1073,1394,58
1074,1395,5
1075,1396,46
1076,1397,2
1077,1398,1
1078,1399,5
1079,1401,3
1080,1405,31
1081,1406,2
1082,1407,70
1083,1408,39
1084,1409,23
1085,1411,16
1086,1412,1
1087,1413,2
1088,1414,8
1089,1415,2
1090,1416,12
1091,1417,2
1092,1419,2
1093,1422,4
1094,1423,1
1095,1425,8
1096,1426,1
1097,1427,1
1098,1428,2
1099,1429,20
1100,1430,3
1101,1431,16
1102,1432,7
1103,1437,2
1104,1438,24
1105,1439,3
1106,1440,2
1107,1441,19
1108,1442,5
1109,1445,7
1110,1446,7
1111,1447,4
1112,1449,24
1113,1453,3
1114,1454,6
1115,1456,1
1116,1457,12
1117,1458,1
1118,1459,12
1119,1460,2
1120,1461,8
1121,1464,17
1122,1465,3
1123,1466,52
1124,1468,5
1125,1473,1
1126,1474,11
1127,1475,1
1128,1476,26
1129,1477,1
1130,1479,30
1131,1480,11
1132,1483,11
1133,1484,3
1134,1485,74
1135,1487,5
1136,1488,15
1137,1489,2
1138,1490,2
1139,1493,1
1140,1495,2
1141,1496,1
1142,1497,3
1143,1498,5
1144,1499,27
1145,1500,59
1146,1502,2
1147,1503,4
1148,1507,1
1149,1513,29
1150,1514,1
1151,1515,15
1152,1516,1
1153,1517,100
1154,1518,13
1155,1519,1
1156,1526,3
1157,1527,116
1158,1529,3
1159,1533,2
1160,1537,13
1161,1541,10
1162,1542,7
1163,1544,67
1164,1545,2
1165,1546,1
1166,1547,2
1167,1549,1
1168,1550,4
1169,1551,3
1170,1552,59
1171,1554,5
1172,1556,19
1173,1562,42
1174,1564,2
1175,1565,1
1176,1566,31
1177,1569,40
1178,1571,2
1179,1572,2
1180,1573,77
1181,1574,1
1182,1580,165
1183,1581,3
1184,1582,5
1185,1583,2
1186,1584,82
1187,1585,1
1188,1586,22
1189,1587,31
1190,1588,20
1191,1589,16
1192,1590,25
1193,1591,26
1194,1592,4
1195,1593,6
1196,1594,6
1197,1596,3
1198,1597,43
1199,1598,4
1200,1599,3
1201,1600,2
1202,1601,3
1203,1602,4
1204,1603,13
1205,1604,3
1206,1605,4
1207,1606,3
1208,1608,58
1209,1609,3
1210,1610,90
1211,1611,5
1212,1612,2
1213,1613,1
1214,1614,26
1215,1615,11
1216,1616,20
1217,1617,97
1218,1619,14
1219,1620,13
1220,1621,2
1221,1623,2
1222,1624,2
1223,1625,77
1224,1626,3
1225,1627,7
1226,1629,3
1227,1631,1
1228,1633,5
1229,1635,17
1230,1639,52
1231,1641,56
1232,1642,2
1233,1643,5
1234,1644,32
1235,1645,51
1236,1646,7
1237,1647,3
1238,1648,4
1239,1649,3
1240,1650,2
1241,1652,1
1242,1653,86
1243,1654,1
1244,1655,1
1245,1656,1
1246,1658,8
1247,1659,1
1248,1660,1
1249,1661,1
1250,1662,2
1251,1663,34
1252,1665,16
1253,1667,5
1254,1670,3
1255,1671,1
1256,1672,12
1257,1673,39
1258,1674,40
1259,1675,1
1260,1676,80
1261,1677,1
1262,1678,10
1263,1679,1
1264,1680,25
1265,1681,7
1266,1682,125
1267,1683,6
1268,1684,4
1269,1685,1
1270,1686,3
1271,1687,18
1272,1688,20
1273,1689,7
1274,1690,45
1275,1693,19
1276,1694,7
1277,1695,2
1278,1696,2
1279,1699,2
1280,1701,8
1281,1702,16
1282,1703,5
1283,1704,141
1284,1707,8
1285,1711,24
1286,1713,7
1287,1717,31
1288,1718,2
1289,1719,16
1290,1721,140
1291,1722,45
1292,1726,13
1293,1727,4
1294,1729,48
1295,1730,4
1296,1731,4
1297,1732,106
1298,1733,4
1299,1734,9
1300,1735,11
1301,1739,1
1302,1746,1
1303,1747,31
1304,1748,48
1305,1752,4
1306,1753,16
1307,1754,15
1308,1755,5
1309,1757,1
1310,1759,1
1311,1760,10
1312,1762,5
1313,1767,2
1314,1769,14
1315,1770,2
1316,1771,1
1317,1772,12
1318,1777,56
1319,1779,23
1320,1783,5
1321,1784,96
1322,1785,5
1323,1791,3
1324,1792,23
1325,1793,2
1326,1794,1
1327,1797,6
1328,1798,2
1329,1799,13
1330,1801,25
1331,1804,3
1332,1805,31
1333,1806,8
1334,1807,1
1335,1809,6
1336,1810,11
1337,1812,3
1338,1816,3
1339,1821,6
1340,1824,1
1341,1825,1
1342,1826,1
1343,1827,3
1344,1829,2
1345,1831,29
1346,1833,13
1347,1834,11
1348,1835,17
1349,1836,3
1350,1837,4
1351,1839,1
1352,1840,7
1353,1841,1
1354,1844,4
1355,1845,15
1356,1848,12
1357,1855,7
1358,1856,3
1359,1857,1
1360,1858,8
1361,1859,3
1362,1860,4
1363,1862,9
1364,1863,7
1365,1866,7
1366,1867,1
1367,1870,1
1368,1873,10
1369,1875,6
1370,1876,43
1371,1881,2
1372,1882,33
1373,1883,24
1374,1884,46
1375,1885,12
1376,1887,2
1377,1888,3
1378,1889,8
1379,1891,1
1380,1892,16
1381,1893,1
1382,1894,16
1383,1895,15
1384,1897,2
1385,1900,1
1386,1902,1
1387,1904,3
1388,1906,2
1389,1907,45
1390,1909,42
1391,1910,2
1392,1911,32
1393,1912,32
1394,1913,3
1395,1914,9
1396,1916,12
1397,1917,92
1398,1918,33
1399,1919,5
1400,1920,18
1401,1921,47
1402,1922,2
1403,1923,105
1404,1924,8
1405,1926,1
1406,1927,10
1407,1928,1
1408,1929,2
1409,1931,6
1410,1932,1
1411,1933,1
1412,1934,3
1413,1936,3
1414,1937,2
1415,1938,3
1416,1939,8
1417,1940,1
1418,1941,2
1419,1942,4
1420,1944,11
1421,1945,24
1422,1946,3
1423,1947,34
1424,1948,7
1425,1949,6
1426,1950,11
1427,1951,7
1428,1952,22
1429,1953,39
1430,1954,64
1431,1955,14
1432,1956,12
1433,1957,13
1434,1958,22
1435,1959,15
1436,1960,26
1437,1961,96
1438,1962,23
1439,1963,11
1440,1964,6
1441,1965,21
1442,1966,8
1443,1967,42
1444,1968,113
1445,1969,10
1446,1970,12
1447,1971,7
1448,1972,7
1449,1973,5
1450,1974,16
1451,1975,7
1452,1976,7
1453,1977,6
1454,1978,2
1455,1979,4
1456,1980,1
1457,1981,3
1458,1982,27
1459,1983,5
1460,1984,3
1461,1985,1
1462,1986,2
1463,1987,2
1464,1990,1
1465,1991,12
1466,1992,4
1467,1993,5
1468,1994,47
1469,1995,6
1470,1996,4
1471,1997,53
1472,1998,4
1473,1999,4
1474,2000,75
1475,2001,47
1476,2002,46
1477,2003,41
1478,2004,15
1479,2005,57
1480,2006,60
1481,2007,2
1482,2008,1
1483,2009,19
1484,2010,21
1485,2011,87
1486,2012,88
1487,2013,21
1488,2014,8
1489,2015,9
1490,2016,4
1491,2017,5
1492,2018,38
1493,2019,48
1494,2020,25
1495,2021,37
1496,2022,8
1497,2023,45
1498,2024,3
1499,2025,7
1500,2026,3
1501,2027,9
1502,2028,188
1503,2032,1
1504,2033,8
1505,2034,9
1506,2035,3
1507,2036,6
1508,2037,1
1509,2038,3
1510,2040,7
1511,2041,3
1512,2042,6
1513,2043,4
1514,2044,2
1515,2046,24
1516,2048,8
1517,2050,4
1518,2051,3
1519,2052,23
1520,2053,20
1521,2054,68
1522,2055,1
1523,2056,1
1524,2057,4
1525,2058,30
1526,2059,15
1527,2060,14
1528,2064,31
1529,2065,13
1530,2066,4
1531,2067,21
1532,2068,2
1533,2069,2
1534,2070,5
1535,2071,2
1536,2072,17
1537,2073,5
1538,2074,3
1539,2075,1
1540,2076,46
1541,2077,5
1542,2078,53
1543,2080,55
1544,2081,67
1545,2082,26
1546,2083,19
1547,2084,5
1548,2085,44
1549,2087,41
1550,2088,18
1551,2089,10
1552,2090,13
1553,2091,4
1554,2092,6
1555,2093,6
1556,2094,39
1557,2095,3
1558,2096,22
1559,2097,10
1560,2098,2
1561,2099,6
1562,2100,51
1563,2102,3
1564,2103,3
1565,2104,1
1566,2105,50
1567,2106,5
1568,2107,3
1569,2108,24
1570,2109,27
1571,2110,18
1572,2111,10
1573,2112,8
1574,2114,16
1575,2115,108
1576,2116,15
1577,2117,14
1578,2118,15
1579,2119,3
1580,2120,4
1581,2121,7
1582,2122,11
1583,2123,15
1584,2124,38
1585,2125,21
1586,2126,15
1587,2130,8
1588,2131,4
1589,2132,7
1590,2133,20
1591,2134,22
1592,2135,11
1593,2136,14
1594,2137,21
1595,2138,10
1596,2139,21
1597,2140,34
1598,2141,18
1599,2142,10
1600,2143,13
1601,2144,49
1602,2145,33
1603,2146,16
1604,2147,3
1605,2148,9
1606,2149,4
1607,2150,28
1608,2151,6
1609,2152,3
1610,2153,11
1611,2154,2
1612,2155,8
1613,2156,1
1614,2159,7
1615,2160,32
1616,2161,43
1617,2162,8
1618,2163,5
1619,2164,1
1620,2165,2
1621,2166,4
1622,2167,58
1623,2169,7
1624,2170,5
1625,2171,8
1626,2172,1
1627,2174,91
1628,2175,1
1629,2176,10
1630,2177,3
1631,2178,2
1632,2179,1
1633,2180,1
1634,2181,4
1635,2182,4
1636,2183,9
1637,2184,6
1638,2185,2
1639,2186,25
1640,2187,2
1641,2188,5
1642,2190,1
1643,2193,40
1644,2194,65
1645,2195,7
1646,2196,1
1647,2201,2
1648,2202,7
1649,2203,7
1650,2204,4
1651,2205,4
1652,2206,5
1653,2207,1
1654,2208,6
1655,2210,2
1656,2211,1
1657,2212,3
1658,2226,1
1659,2227,3
1660,2231,36
1661,2232,27
1662,2236,9
1663,2239,6
1664,2240,7
1665,2241,4
1666,2243,28
1667,2244,2
1668,2245,22
1669,2247,12
1670,2248,39
1671,2249,11
1672,2252,5
1673,2253,20
1674,2255,2
1675,2256,2
1676,2257,1
1677,2259,8
1678,2260,2
1679,2261,6
1680,2262,9
1681,2263,5
1682,2264,4
1683,2265,4
1684,2266,5
1685,2267,2
1686,2268,57
1687,2269,8
1688,2271,2
1689,2272,2
1690,2273,42
1691,2275,5
1692,2278,43
1693,2279,10
1694,2280,2
1695,2281,1
1696,2282,6
1697,2283,2
1698,2286,1
1699,2287,5
1700,2288,45
1701,2289,38
1702,2290,5
1703,2291,80
1704,2292,1
1705,2294,45
1706,2295,2
1707,2296,10
1708,2297,14
1709,2298,1
1710,2300,33
1711,2301,16
1712,2302,59
1713,2303,5
1714,2304,1
1715,2306,6
1716,2307,1
1717,2310,3
1718,2311,17
1719,2312,12
1720,2313,17
1721,2314,2
1722,2315,6
1723,2316,7
1724,2318,16
1725,2320,9
1726,2321,61
1727,2322,8
1728,2323,2
1729,2324,88
1730,2325,13
1731,2327,3
1732,2328,7
1733,2329,129
1734,2330,2
1735,2331,3
1736,2332,2
1737,2333,4
1738,2334,13
1739,2335,28
1740,2336,23
1741,2337,4
1742,2338,18
1743,2339,1
1744,2340,20
1745,2342,2
1746,2344,8
1747,2346,11
1748,2347,3
1749,2348,8
1750,2349,7
1751,2350,2
1752,2351,7
1753,2352,25
1754,2353,67
1755,2354,7
1756,2355,92
1757,2356,5
1758,2357,6
1759,2358,1
1760,2359,26
1761,2360,12
1762,2361,10
1763,2362,1
1764,2363,3
1765,2364,2
1766,2365,2
1767,2366,25
1768,2367,14
1769,2368,1
1770,2369,24
1771,2370,1
1772,2371,24
1773,2372,9
1774,2373,9
1775,2374,9
1776,2375,21
1777,2376,21
1778,2377,5
1779,2378,22
1780,2379,12
1781,2380,10
1782,2381,7
1783,2382,5
1784,2383,4
1785,2384,29
1786,2385,3
1787,2387,16
1788,2388,1
1789,2389,9
1790,2390,7
1791,2391,22
1792,2392,8
1793,2393,33
1794,2394,25
1795,2395,56
1796,2396,92
1797,2398,17
1798,2399,4
1799,2400,2
1800,2401,8
1801,2402,19
1802,2403,30
1803,2404,12
1804,2405,21
1805,2406,54
1806,2407,43
1807,2408,9
1808,2409,26
1809,2410,24
1810,2411,29
1811,2412,17
1812,2413,18
1813,2414,11
1814,2415,1
1815,2416,16
1816,2417,1
1817,2418,6
1818,2419,2
1819,2420,38
1820,2421,29
1821,2422,14
1822,2423,30
1823,2424,50
1824,2425,2
1825,2427,35
1826,2428,23
1827,2429,5
1828,2430,6
1829,2431,27
1830,2432,6
1831,2433,11
1832,2435,1
1833,2436,6
1834,2439,3
1835,2442,3
1836,2443,8
1837,2445,8
1838,2446,2
1839,2447,15
1840,2448,3
1841,2450,16
1842,2451,1
1843,2453,3
1844,2454,13
1845,2455,43
1846,2456,9
1847,2457,8
1848,2458,8
1849,2459,13
1850,2460,3
1851,2462,1
1852,2463,14
1853,2465,3
1854,2467,18
1855,2468,15
1856,2469,7
1857,2470,57
1858,2471,24
1859,2472,3
1860,2473,8
1861,2474,13
1862,2475,3
1863,2476,12
1864,2477,3
1865,2478,26
1866,2481,1
1867,2482,2
1868,2483,1
1869,2485,29
1870,2488,3
1871,2490,45
1872,2491,5
1873,2492,7
1874,2493,1
1875,2494,2
1876,2495,3
1877,2496,23
1878,2497,6
1879,2498,5
1880,2500,7
1881,2501,30
1882,2502,94
1883,2503,1
1884,2504,6
1885,2505,18
1886,2506,6
1887,2511,3
1888,2512,1
1889,2513,10
1890,2514,3
1891,2515,2
1892,2516,1
1893,2517,10
1894,2518,10
1895,2520,3
1896,2521,2
1897,2522,4
1898,2523,2
1899,2524,9
1900,2525,3
1901,2526,3
1902,2527,18
1903,2528,24
1904,2529,56
1905,2530,18
1906,2531,9
1907,2532,12
1908,2533,15
1909,2534,3
1910,2535,3
1911,2537,3
1912,2538,1
1913,2539,47
1914,2540,3
1915,2541,40
1916,2542,67
1917,2544,1
1918,2546,2
1919,2548,6
1920,2549,6
1921,2550,7
1922,2551,8
1923,2552,2
1924,2553,6
1925,2554,3
1926,2555,3
1927,2557,1
1928,2558,9
1929,2559,1
1930,2560,8
1931,2561,4
1932,2563,3
1933,2565,12
1934,2566,2
1935,2567,19
1936,2568,8
1937,2570,5
1938,2571,278
1939,2572,54
1940,2573,1
1941,2574,6
1942,2575,4
1943,2577,1
1944,2579,6
1945,2580,39
1946,2581,36
1947,2582,3
1948,2583,12
1949,2585,2
1950,2586,2
1951,2587,4
1952,2589,1
1953,2590,1
1954,2593,4
1955,2594,10
1956,2596,12
1957,2597,2
1958,2598,25
1959,2599,56
1960,2600,22
1961,2605,43
1962,2606,15
1963,2607,2
1964,2609,1
1965,2611,1
1966,2612,1
1967,2613,8
