,userId,movieId,rating,timestamp
5512,1,1031,5.0,964982653
5536,1,1042,4.0,964981179
10088,1,2012,4.0,964984176
369,1,47,5.0,964983815
5578,1,1049,5.0,964982400
10031,1,2005,5.0,964981710
5635,1,1073,5.0,964981680
9956,1,2000,4.0,964982211
9914,1,1967,4.0,964981710
5754,1,1080,5.0,964981327
9850,1,1954,5.0,964982176
9832,1,1920,4.0,964981780
9801,1,1805,4.0,964983056
5599,1,1060,4.0,964980924
11528,1,2414,3.0,964982513
11539,1,2427,5.0,964982242
14975,1,3703,5.0,964981909
13979,1,3052,5.0,964981208
13943,1,3034,5.0,964982791
13884,1,3033,5.0,964983762
1819,1,296,3.0,964982967
14585,1,3527,4.0,964982271
13785,1,2997,4.0,964980896
13762,1,2991,5.0,964982271
13665,1,2987,5.0,964982495
13595,1,2985,4.0,964983034
14646,1,3578,5.0,964980668
2126,1,316,3.0,964982310
13377,1,2959,5.0,964983282
2266,1,333,5.0,964981179
2316,1,349,4.0,964982563
13289,1,2916,4.0,964982290
13264,1,2872,5.0,964981680
2426,1,356,4.0,964980962
14058,1,3053,5.0,964984086
1568,1,260,5.0,964981680
14069,1,3147,5.0,964983873
1498,1,235,4.0,964980908
14442,1,3448,5.0,964984054
14428,1,3441,5.0,964982328
1135,1,157,5.0,964984100
14414,1,3440,4.0,964981799
14401,1,3439,4.0,964981799
1212,1,216,5.0,964981208
14485,1,3450,5.0,964981144
14370,1,3386,5.0,964983484
854,1,110,4.0,964982176
14341,1,3273,5.0,964983536
14280,1,3253,5.0,964981107
1365,1,231,5.0,964981179
14514,1,3479,4.0,964981725
14244,1,3247,3.0,964983108
14229,1,3243,3.0,964981093
1091,1,151,5.0,964984041
14180,1,3176,1.0,964983504
14532,1,3489,4.0,964981775
1261,1,223,3.0,964980985
13060,1,2858,5.0,964980868
13034,1,2826,4.0,964980523
831,1,101,5.0,964980868
12156,1,2580,5.0,964983000
3570,1,527,5.0,964984002
14875,1,3671,5.0,964981589
3790,1,543,4.0,964981179
11878,1,2571,5.0,964981888
3831,1,552,4.0,964982653
3892,1,553,5.0,964984153
11811,1,2542,5.0,964981265
12195,1,2596,5.0,964981144
11787,1,2528,3.0,964982328
14937,1,3702,5.0,964983737
11693,1,2502,5.0,964981278
11686,1,2492,4.0,965719662
11660,1,2478,4.0,964984169
11603,1,2470,5.0,964982588
11590,1,2459,5.0,964983414
4121,1,592,4.0,964982271
11574,1,2450,4.0,964982620
3957,1,590,4.0,964982546
9003,1,1552,4.0,964982620
14857,1,3639,4.0,964982271
12233,1,2617,2.0,964982588
12943,1,2797,4.0,964981710
12904,1,2761,5.0,964982703
2755,1,362,5.0,964982588
2789,1,367,4.0,964981710
12784,1,2716,5.0,964983414
12708,1,2700,5.0,964980985
2946,1,423,3.0,964982363
776,1,70,3.0,964982400
12207,1,2616,4.0,964983080
2956,1,441,4.0,964980868
2998,1,457,5.0,964981909
12570,1,2657,3.0,964983426
12521,1,2641,5.0,964982620
14816,1,3617,4.0,964980683
12460,1,2640,4.0,964982377
3188,1,480,4.0,964982346
12320,1,2628,4.0,964980523
3426,1,500,3.0,964981208
12633,1,2692,5.0,964981855
6615,1,1197,5.0,964981872
572,1,50,5.0,964982931
1146,1,163,5.0,964983650
8097,1,1265,4.0,964983599
8751,1,1396,3.0,964983017
8691,1,1377,3.0,964982653
8668,1,1298,5.0,964984086
7184,1,1210,5.0,964980499
8240,1,1270,5.0,964983705
8797,1,1408,3.0,964982310
6957,1,1206,5.0,964983737
7506,1,1214,4.0,964981855
8528,1,1291,5.0,964981909
7736,1,1222,5.0,964981909
8411,1,1275,5.0,964982290
7380,1,1213,5.0,964982951
8459,1,1278,5.0,964983414
7652,1,1220,5.0,964981909
7988,1,1258,3.0,964983414
7838,1,1224,5.0,964984018
8903,1,1517,5.0,964981107
8843,1,1473,4.0,964980875
8844,1,1500,4.0,964980985
7857,1,1240,5.0,964983723
8836,1,1445,3.0,964984112
6757,1,1198,5.0,964981827
7077,1,1208,4.0,964983250
16649,2,91529,3.5,1445714891
16595,2,80489,4.5,1445715340
16617,2,80906,5.0,1445715172
16638,2,89774,5.0,1445715189
16767,2,99114,3.5,1445714874
16452,2,79132,4.0,1445714841
16439,2,77455,3.0,1445714941
16725,2,91658,2.5,1445714938
15875,2,8798,3.5,1445714960
15744,2,6874,4.0,1445714952
15603,2,1704,4.5,1445715228
16965,2,112552,4.0,1445714882
17003,2,114060,2.0,1445715276
17006,2,115713,3.5,1445714854
15919,2,46970,4.0,1445715013
16231,2,68157,4.5,1445715154
16892,2,109487,3.0,1445715145
17034,2,122882,5.0,1445715272
17081,2,131724,5.0,1445714851
15947,2,48516,4.0,1445715064
2267,2,333,4.0,1445715029
16319,2,71535,3.0,1445714974
16203,2,60756,5.0,1445714980
16838,2,106782,5.0,1445714966
14647,2,3578,4.0,1445714885
15286,2,318,3.0,1445714835
16372,2,74458,4.0,1445714926
16054,2,58559,4.5,1445715141
16629,2,86345,4.0,1445715166
3571,3,527,0.5,1306464275
17158,3,720,0.5,1306463595
17185,3,849,5.0,1306463611
10503,3,2090,0.5,1306464261
17120,3,647,0.5,1306463619
17082,3,31,0.5,1306463578
10561,3,2105,2.0,1306463559
17149,3,688,0.5,1306464228
17704,3,5048,0.5,1306464284
17279,3,1263,0.5,1306463569
17727,3,7991,5.0,1306463684
17726,3,7899,4.5,1306464036
17725,3,6835,5.0,1306463670
17712,3,5746,5.0,1306463708
9305,3,1587,4.5,1306464003
17604,3,3949,0.5,1306464245
17411,3,1371,3.0,1306463561
17562,3,3210,0.5,1306463638
17456,3,2288,4.0,1306463631
17501,3,2424,0.5,1306464293
17713,3,5764,4.5,1306464021
17229,3,1093,0.5,1306463627
17551,3,2851,5.0,1306463925
17266,3,1124,0.5,1306464216
17714,3,5919,5.0,1306463825
17716,3,6238,0.5,1306464204
14976,3,3703,5.0,1306463603
17730,3,26409,4.5,1306463993
17710,3,5181,5.0,1306463718
17322,3,1272,0.5,1306463624
17700,3,4518,5.0,1306463770
17735,3,72378,0.5,1306464164
17732,3,70946,5.0,1306463815
17355,3,1302,0.5,1306464189
17555,3,3024,4.5,1306464054
8412,3,1275,3.5,1306463323
21463,4,2973,2.0,945078946
20133,4,1719,4.0,945079956
20077,4,1641,4.0,964622758
21452,4,2926,5.0,986934870
19958,4,1449,5.0,945079767
19982,4,1466,4.0,945173492
8529,4,1291,4.0,964538763
22803,4,4308,1.0,1007569465
22798,4,4252,3.0,1007569465
21669,4,3255,4.0,964623306
22906,4,4765,5.0,1007569445
22899,4,4741,3.0,1007574532
22801,4,4273,4.0,1007574470
20034,4,1597,1.0,945079906
22865,4,4641,1.0,1007569586
22861,4,4381,3.0,1007574509
22800,4,4260,2.0,1007569424
4311,4,593,5.0,964539986
22858,4,4347,4.0,1007569586
21481,4,3044,5.0,945079920
21494,4,3060,4.0,986934884
2957,4,441,1.0,986934915
22926,4,4896,4.0,1007574532
19307,4,1079,2.0,945078946
13061,4,2858,5.0,964539140
15604,4,1704,1.0,945629015
19378,4,1094,3.0,964538500
19420,4,1179,4.0,964539180
19447,4,1183,1.0,964778513
19492,4,1188,5.0,964538500
19514,4,1199,2.0,945078967
19573,4,1211,1.0,964539205
19586,4,1225,4.0,964539326
11475,4,2406,4.0,986935302
15199,4,3809,3.0,986936207
19662,4,1259,4.0,964538728
22909,4,4881,3.0,1007569445
21661,4,3204,4.0,964539828
21534,4,3160,4.0,964539121
19753,4,1266,4.0,986849037
19798,4,1279,2.0,986934832
19806,4,1288,4.0,945079653
19872,4,1391,1.0,945173766
23043,4,4967,5.0,1007569424
7381,4,1213,4.0,945079729
23033,4,4902,4.0,1007569465
21515,4,3083,5.0,964622487
20149,4,1733,5.0,945079143
21509,4,3079,3.0,964778197
12634,4,2692,5.0,945079013
2999,4,457,5.0,945079259
11419,4,2395,3.0,964623306
20153,4,1734,3.0,964539357
3893,4,553,2.0,945079301
22733,4,4246,4.0,1007574542
20642,4,2150,5.0,986934738
22300,4,4021,4.0,986849180
22287,4,4020,3.0,986848856
20670,4,2282,1.0,945629238
20676,4,2324,1.0,964622590
22240,4,4014,1.0,986849254
22213,4,4002,3.0,986934819
20764,4,2336,2.0,964538964
4590,4,608,5.0,964540008
20787,4,2359,4.0,964622590
20813,4,2390,5.0,945079164
20820,4,2467,4.0,945079858
20838,4,2583,5.0,945078863
20850,4,2599,5.0,964622684
22103,4,3996,4.0,986849130
22066,4,3967,4.0,986849164
20906,4,2683,4.0,945079790
21027,4,2712,2.0,945078542
22013,4,3911,3.0,986849149
11879,4,2571,1.0,945173385
21930,4,3897,4.0,986934465
21929,4,3851,5.0,986849180
21914,4,3591,1.0,986935199
21909,4,3538,2.0,986849212
21345,4,2791,5.0,964539628
21307,4,2770,2.0,945173553
21891,4,3508,5.0,964538351
21259,4,2763,1.0,964778621
21080,4,2762,4.0,964539986
22305,4,4027,3.0,986849201
20609,4,2145,3.0,986935328
20582,4,2109,4.0,986935016
19279,4,1077,5.0,945173692
20162,4,1834,5.0,945174134
21714,4,3317,4.0,986934498
22682,4,4239,5.0,986848685
20173,4,1860,2.0,986849001
21816,4,3481,2.0,964538243
20177,4,1883,4.0,964622642
10850,4,2174,5.0,964539855
20201,4,1885,3.0,964622617
20213,4,1892,2.0,964539431
20229,4,1895,4.0,945629179
21736,4,3358,3.0,964622758
20244,4,1907,3.0,964540505
21746,4,3408,4.0,986849238
20289,4,1914,4.0,964622714
21441,4,2921,4.0,945078708
20298,4,1916,1.0,986934786
22523,4,4226,2.0,1007569424
22521,4,4166,3.0,986848700
22507,4,4144,3.0,986848685
22495,4,4121,4.0,986934901
22494,4,4074,3.0,986848665
12321,4,2628,1.0,986848894
4771,4,648,3.0,945079906
20415,4,1966,2.0,964622684
20423,4,1968,4.0,986934786
22424,4,4034,5.0,986848753
22411,4,4033,4.0,986849149
22399,4,4029,3.0,986849226
21432,4,2843,5.0,945078814
20536,4,2076,4.0,945079052
20310,4,1923,3.0,986934870
19264,4,1057,3.0,964540578
19247,4,892,4.0,964622714
21586,4,3175,1.0,964538930
8098,4,1265,4.0,964622684
18162,4,176,5.0,964622565
18156,4,171,3.0,945078428
18139,4,162,5.0,945078571
18621,4,475,5.0,945174290
18132,4,126,1.0,986848920
18175,4,190,2.0,945079259
9635,4,1732,4.0,945079889
18646,4,492,5.0,945079872
18660,4,509,1.0,945079106
18721,4,538,5.0,945078636
18341,4,345,4.0,945629063
18119,4,106,4.0,986848784
13885,4,3033,4.0,986936200
6758,4,1198,3.0,964538728
18180,4,215,5.0,945079078
18614,4,450,2.0,986848828
18204,4,222,1.0,945629040
5755,4,1080,5.0,986934696
18308,4,342,5.0,964538500
9915,4,1967,5.0,945078967
18407,4,351,3.0,986934901
18288,4,319,5.0,945079182
18255,4,265,5.0,964538468
13786,4,2997,4.0,986848610
18424,4,357,3.0,964623306
5636,4,1073,4.0,945079483
1820,4,296,1.0,945173350
18234,4,247,3.0,986848894
18527,4,368,4.0,945078690
5600,4,1060,2.0,986934819
18220,4,232,5.0,964622684
18601,4,417,2.0,945078467
18733,4,539,1.0,964538832
13378,4,2959,2.0,945078528
18120,4,125,5.0,964622758
19022,4,595,3.0,986848609
6616,4,1197,5.0,964538763
19260,4,1046,5.0,945173654
14371,4,3386,4.0,964539395
19228,4,800,4.0,945079106
19226,4,759,3.0,945078601
9140,4,1580,3.0,986935244
6405,4,1196,5.0,964538763
19168,4,708,4.0,986935230
14181,4,3176,4.0,964539771
8904,4,1517,4.0,945079790
9336,4,1617,2.0,945079837
370,4,47,2.0,945173425
6269,4,1136,5.0,986934625
14533,4,3489,1.0,986848908
17756,4,21,3.0,986935199
18377,4,348,4.0,964622786
1499,4,235,2.0,945173513
18082,4,58,3.0,964538444
18839,4,588,4.0,945079670
17845,4,32,2.0,945173447
18054,4,52,3.0,964622786
8845,4,1500,4.0,964622830
1569,4,260,5.0,945079259
18022,4,45,3.0,986935047
17757,5,21,4.0,847435238
1,5,1,4.0,847434962
24168,5,364,3.0,847434882
24672,5,515,3.0,847435129
18256,5,265,3.0,847435129
573,5,50,4.0,847434881
1821,5,296,5.0,847434748
24518,5,410,3.0,847435292
24696,5,531,4.0,847435258
3572,5,527,5.0,847434960
18235,5,247,5.0,847435337
18221,5,232,4.0,847435292
24340,5,380,2.0,847434748
24958,5,597,3.0,847434962
4122,5,592,3.0,847434747
24602,5,474,4.0,847435337
24720,5,534,3.0,847435311
24734,5,589,3.0,847435258
3958,5,590,5.0,847434747
4591,5,608,3.0,847435258
18083,5,58,5.0,847435238
855,5,110,4.0,847434880
23844,5,266,1.0,847435311
23912,5,290,5.0,847435311
3000,5,457,4.0,847434801
2790,5,367,4.0,847435129
23184,5,36,4.0,847435292
18425,5,357,2.0,847435238
18840,5,588,4.0,847434801
23926,5,300,3.0,847435337
23556,5,153,3.0,847434802
19023,5,595,5.0,847434832
23693,5,253,3.0,847435292
23251,5,39,3.0,847434961
23056,5,34,4.0,847434881
2317,5,349,3.0,847434832
23802,5,261,4.0,847435238
23355,5,150,3.0,847434748
2127,5,316,2.0,847434832
18622,5,475,5.0,847435311
24007,5,344,3.0,847434802
15287,5,318,3.0,847434880
27506,6,207,4.0,845554024
2427,6,356,5.0,845553200
27894,6,243,3.0,845555588
27497,6,205,3.0,845555477
27873,6,239,3.0,845554987
26325,6,100,3.0,845555151
3959,6,590,5.0,845553109
17758,6,21,2.0,845553382
27851,6,237,4.0,845553875
26339,6,102,1.0,845555436
2791,6,367,4.0,845553317
26344,6,104,4.0,845554349
3894,6,553,5.0,845553559
26546,6,140,3.0,845555024
2318,6,349,5.0,845553146
27890,6,240,3.0,845555571
27895,6,248,5.0,845554263
18309,6,342,3.0,845553938
26232,6,93,4.0,845554584
856,6,110,5.0,845553283
27082,6,168,5.0,845553695
1213,6,216,4.0,845554099
27136,6,170,3.0,845554263
27912,6,250,4.0,845555588
26938,6,165,3.0,845553146
27171,6,174,3.0,845554479
27181,6,177,3.0,845554931
1366,6,231,3.0,845553174
27189,6,179,1.0,845555362
26214,6,89,4.0,845555124
27191,6,180,2.0,845555006
27227,6,181,3.0,845553938
19169,6,708,4.0,845554376
1092,6,151,4.0,845553586
27527,6,208,3.0,845553253
26224,6,92,4.0,845555454
26835,6,161,3.0,845553253
19024,6,595,5.0,845553174
27244,6,185,3.0,845553283
26562,6,141,4.0,845553586
4123,6,592,3.0,845553109
2756,6,362,3.0,845553994
26241,6,95,4.0,845553559
17846,6,32,4.0,845553426
27806,6,236,4.0,845553559
3832,6,552,3.0,845553875
18528,6,368,5.0,845553726
27765,6,230,5.0,845553966
27652,6,217,3.0,845555382
27421,6,196,3.0,845553586
18426,6,357,3.0,845553457
27404,6,189,3.0,845556241
27713,6,225,4.0,845553381
3427,6,500,5.0,845553354
26648,6,145,4.0,845553966
27405,6,191,2.0,845554931
18205,6,222,4.0,845554024
27673,6,224,3.0,845553794
27658,6,218,2.0,845553994
26702,6,158,4.0,845553660
18408,6,351,4.0,845554455
27672,6,219,3.0,845556131
18257,6,265,3.0,845553726
27411,6,195,4.0,845554455
3189,6,480,5.0,845553200
26699,6,146,4.0,845555607
17121,6,647,4.0,845555151
17083,6,31,3.0,845553819
1822,6,296,2.0,845553110
18615,6,450,4.0,845555024
26443,6,105,3.0,845553757
3573,6,527,3.0,845553426
26515,6,135,3.0,845554987
26778,6,160,5.0,845553457
26764,6,159,3.0,845555006
18841,6,588,5.0,845553146
18378,6,348,3.0,845553938
27356,6,186,3.0,845553619
3791,6,543,3.0,845554099
27789,6,234,2.0,845554176
18023,6,45,3.0,845553907
28599,6,310,3.0,845556119
26512,6,113,3.0,845556257
2268,6,333,5.0,845553757
27466,6,201,3.0,845556290
18734,6,539,3.0,845553426
27642,6,209,3.0,845556106
27645,6,210,4.0,845556310
18661,6,509,3.0,845553522
3001,6,457,5.0,845553174
18623,6,475,4.0,845554099
18133,6,126,3.0,845555342
27649,6,212,4.0,845556181
2128,6,316,5.0,845553174
18157,6,171,3.0,845555402
27467,6,204,3.0,845553619
26466,6,112,4.0,845553994
28600,6,312,1.0,845555151
31698,6,1082,4.0,845556278
28062,6,270,3.0,845555172
29718,6,426,3.0,845554551
29725,6,432,5.0,845553489
30927,6,609,4.0,845555342
30923,6,606,3.0,845555024
28426,6,293,3.0,845553660
28067,6,271,4.0,845555249
25693,6,19,2.0,845553382
24169,6,364,5.0,845553317
29780,6,434,4.0,845553200
28325,6,292,4.0,845553253
30808,6,587,5.0,845553381
28071,6,273,3.0,845553875
30792,6,575,3.0,845555070
28322,6,291,3.0,845555571
30786,6,569,4.0,845555342
29881,6,435,3.0,845553489
30780,6,548,3.0,845554908
24008,6,344,3.0,845553146
26024,6,62,4.0,845553660
30759,6,546,2.0,845554349
26018,6,61,4.0,845555454
28314,6,289,3.0,845554455
30745,6,542,4.0,845554524
29944,6,437,3.0,845554505
29698,6,419,3.0,845554224
29690,6,416,3.0,845554962
29674,6,415,4.0,845554420
30941,6,616,5.0,845554062
31132,6,710,3.0,845556223
31121,6,709,5.0,845555249
31114,6,704,3.0,845555571
26104,6,65,3.0,845555070
29421,6,377,5.0,845553317
24519,6,410,3.0,845553354
25626,6,17,4.0,845553559
268,6,6,4.0,845553757
31107,6,700,4.0,845556147
29592,6,378,3.0,845554987
31102,6,697,3.0,845556378
31091,6,694,3.0,845555694
29953,6,440,4.0,845553457
31083,6,667,3.0,845555342
31076,6,662,3.0,845556147
31065,6,640,1.0,845555362
31032,6,637,4.0,845555046
31021,6,631,4.0,845555265
29610,6,382,3.0,845554397
30986,6,628,3.0,845555300
29626,6,383,3.0,845554320
29647,6,405,3.0,845554603
28024,6,262,5.0,845554551
29659,6,412,3.0,845554505
28045,6,267,3.0,845554376
24341,6,380,4.0,845553110
30402,6,494,3.0,845554176
28014,6,258,3.0,845555172
23057,6,34,4.0,845553354
25781,6,22,5.0,845553875
30575,6,516,4.0,845554908
30574,6,510,3.0,845555546
30187,6,466,2.0,845553844
25934,6,27,3.0,845555402
30247,6,468,4.0,845553907
30269,6,469,4.0,845555477
30274,6,472,3.0,845555632
30280,6,477,4.0,845554141
30297,6,485,3.0,845553794
23557,6,153,3.0,845553146
30508,6,508,4.0,845553586
28182,6,282,3.0,845553522
30350,6,489,3.0,845554505
30361,6,490,3.0,845554584
25943,6,41,4.0,845554962
28168,6,281,4.0,845554320
30501,6,505,3.0,845555317
30486,6,502,3.0,845554455
28166,6,279,3.0,845555436
5279,6,780,5.0,845556915
371,6,47,4.0,845553317
23356,6,150,4.0,845553110
30373,6,491,4.0,845554141
30443,6,497,3.0,845553819
30390,6,493,3.0,845555172
30184,6,460,3.0,845555281
25958,6,43,4.0,845555607
30593,6,520,3.0,845553844
30179,6,458,3.0,845555546
30029,6,445,3.0,845555124
30727,6,540,3.0,845554099
30715,6,537,3.0,845554551
15288,6,318,5.0,845553200
30712,6,536,3.0,845556181
30041,6,454,4.0,845553283
5579,6,1049,5.0,845556694
23845,6,266,3.0,845553457
30696,6,532,3.0,845554224
23803,6,261,4.0,845553695
28099,6,274,4.0,845555151
28106,6,276,4.0,845553907
5637,6,1073,3.0,845555571
30662,6,524,3.0,845554479
5537,6,1042,3.0,845556462
25981,6,54,4.0,845555402
25966,6,46,4.0,845554551
23185,6,36,5.0,845553726
28128,6,277,5.0,845553844
25817,6,24,4.0,845554397
25845,6,25,3.0,845553695
30142,6,455,3.0,845554062
28222,6,288,2.0,845553283
23694,6,253,3.0,845553283
5156,6,736,5.0,845553619
25921,6,26,4.0,845555362
25984,6,60,4.0,845554263
24603,6,474,4.0,845553522
29599,6,381,3.0,845553994
28908,6,337,5.0,845553586
27964,6,254,3.0,845555655
31609,6,991,4.0,845556808
25210,6,5,5.0,845553938
25203,6,4,3.0,845554349
31620,6,996,4.0,845556323
28559,6,302,3.0,845555436
31444,6,838,4.0,845555514
28985,6,339,4.0,845553253
31633,6,999,2.0,845556412
31645,6,1004,4.0,845556506
31411,6,837,3.0,845556241
25093,6,2,4.0,845553522
31408,6,835,4.0,845556194
31387,6,830,5.0,845556222
29083,6,340,4.0,845555265
28666,6,317,4.0,845553457
29088,6,343,3.0,845555172
31377,6,818,3.0,845555514
31594,6,981,3.0,845556567
29099,6,350,5.0,845553489
31651,6,1006,4.0,845556694
31474,6,839,3.0,845556120
216,6,3,5.0,845554296
29396,6,374,3.0,845554296
28596,6,304,4.0,845555546
31593,6,979,3.0,845556808
28564,6,303,3.0,845554099
28889,6,330,3.0,845555071
25259,6,7,4.0,845554264
31588,6,891,3.0,845556241
28895,6,332,3.0,845555046
31585,6,888,3.0,845556448
26198,6,88,2.0,845555694
26191,6,87,3.0,845555300
31596,6,986,4.0,845556475
31580,6,881,3.0,845556340
31553,6,880,3.0,845556181
31551,6,867,3.0,845556412
26176,6,86,5.0,845556131
31508,6,852,4.0,845555694
31501,6,848,4.0,845556340
28781,6,329,4.0,845553200
25313,6,8,3.0,845555281
28747,6,327,1.0,845554062
28907,6,336,3.0,845556223
25321,6,10,3.0,845553253
31489,6,842,3.0,845555675
28628,6,315,4.0,845553522
29093,6,347,3.0,845555300
27921,6,252,4.0,845553619
31656,6,1061,4.0,845556860
28000,6,257,5.0,845554176
1147,6,163,3.0,845553907
574,6,50,1.0,845553381
31248,6,783,5.0,845554584
26144,6,76,4.0,845555317
24735,6,589,3.0,845553317
24959,6,597,4.0,845553354
31229,6,765,3.0,845555632
31188,6,762,1.0,845555006
31185,6,747,3.0,845555046
31685,6,1064,4.0,845556579
26135,6,66,3.0,845555151
29317,6,370,4.0,845553794
29279,6,359,3.0,845556412
28609,6,313,3.0,845555546
29280,6,360,3.0,845555094
28612,6,314,5.0,845554603
29288,6,361,4.0,845554376
31295,6,795,3.0,845556506
29270,6,358,3.0,845555265
29305,6,366,3.0,845554962
29156,6,352,3.0,845555382
31331,6,802,4.0,845554584
31320,6,801,3.0,845556194
4312,6,593,4.0,845553174
27918,6,251,3.0,845556257
31140,6,711,4.0,845555317
27965,6,256,3.0,845553726
25544,6,16,4.0,845553819
31297,6,799,3.0,845555656
25453,6,11,4.0,845553489
29158,6,353,4.0,845553726
31150,6,719,2.0,845555694
26159,6,79,3.0,845554907
25531,6,15,4.0,845554505
29222,6,354,4.0,845555402
29375,6,371,3.0,845554141
24697,6,531,3.0,845554296
29228,6,355,4.0,845553819
4592,6,608,3.0,845553844
25523,6,13,3.0,845555588
24673,6,515,4.0,845553794
35908,7,8207,4.5,1106713442
36099,7,8373,2.0,1108602792
19025,7,595,3.5,1106712636
34285,7,5445,4.0,1106636707
30188,7,466,5.0,1106635532
26939,7,165,4.0,1106635987
35914,7,8360,3.5,1106636782
34515,7,5502,1.5,1106635745
36460,7,8958,3.5,1110173697
34466,7,5464,3.0,1106636612
36479,7,8961,4.0,1106636064
36111,7,8528,4.5,1106636844
15948,7,48516,1.0,1169687318
7858,7,1240,5.0,1106712575
18842,7,588,3.0,1106635971
2,7,1,4.5,1106635946
34405,7,5459,3.0,1106712820
37517,7,49286,0.5,1176181731
36006,7,8368,2.5,1106636592
2428,7,356,5.0,1106635915
36427,7,8957,4.0,1106636098
35324,7,6539,4.5,1106636584
37195,7,34319,4.5,1122333538
37249,7,38388,3.5,1149548381
35070,7,5991,4.5,1106712818
37251,7,42002,4.5,1144806100
35119,7,6333,4.0,1106636516
37260,7,45499,4.0,1157949636
35680,7,7153,4.0,1106636520
9337,7,1617,3.0,1107127060
24736,7,589,2.5,1106635940
24342,7,380,3.0,1106635937
35618,7,7143,4.5,1106636579
7653,7,1220,4.5,1106635464
35539,7,6934,2.0,1106712812
1570,7,260,5.0,1106635933
35195,7,6365,4.0,1106712831
36229,7,8665,3.5,1108602755
37353,7,45668,1.0,1159225196
35473,7,6863,4.5,1106712827
18084,7,58,3.0,1106635520
35291,7,6534,0.5,1157949714
37363,7,45730,0.5,1161738279
34578,7,5618,5.0,1106713586
9851,7,1954,4.5,1106635657
8905,7,1517,3.5,1106635489
35873,7,7445,4.0,1107473963
14648,7,3578,1.5,1106636534
35865,7,7155,3.0,1173051472
37312,7,45517,4.5,1157066190
36150,7,8636,4.5,1106636511
36388,7,8949,4.0,1110757890
36382,7,8908,4.5,1122333561
34665,7,5816,4.5,1106635705
36369,7,8907,1.0,1110757877
36364,7,8870,3.5,1118025961
15876,7,8798,4.5,1106636602
34767,7,5952,4.5,1106636527
36346,7,8865,1.0,1106713549
36339,7,8808,1.5,1109746594
37372,7,46530,1.0,1157949732
37226,7,37741,3.5,1162163504
36313,7,8783,1.0,1161738306
36304,7,8666,1.0,1106779625
6406,7,1196,4.0,1106635996
34955,7,5989,4.0,1106636600
31704,7,1101,4.0,1106635502
32414,7,2688,2.5,1106713072
37416,7,49272,4.5,1165876367
32358,7,2671,4.5,1113542732
7078,7,1208,4.0,1106635462
20677,7,2324,2.0,1106712559
33546,7,4963,4.0,1106636702
36800,7,32029,2.0,1118025946
20311,7,1923,1.5,1106635444
36685,7,8984,4.0,1106636101
33030,7,4306,4.0,1106635524
32990,7,4223,2.0,1106635742
12322,7,2628,1.5,1106712553
36810,7,32031,1.5,1122940686
32266,7,1917,4.0,1106635484
36829,7,32296,2.0,1118026013
33665,7,4993,4.5,1106636589
4772,7,648,4.0,1106635981
33299,7,4643,1.0,1106635749
37497,7,49278,3.5,1174263775
32936,7,4018,4.0,1106712913
21081,7,2762,4.5,1106635648
32170,7,1784,0.5,1106635416
36938,7,33493,1.0,1121041079
32647,7,3623,1.0,1106712541
32626,7,3354,1.5,1106713005
37145,7,34048,3.0,1121041015
